Time,Source,Destination,Protocol,Length
1757861989.748766,192.168.75.10,192.168.75.71,TCP,66
1757861989.748954,192.168.75.71,192.168.75.10,TCP,1514
1757861989.748954,192.168.75.71,192.168.75.10,TCP,1514
1757861989.749003,192.168.75.10,192.168.75.71,TCP,66
1757861989.749268,192.168.75.71,192.168.75.10,TCP,1514
1757861989.749268,192.168.75.71,192.168.75.10,TCP,1514
1757861989.749302,192.168.75.10,192.168.75.71,TCP,66
1757861989.749685,192.168.75.71,192.168.75.10,TCP,1514
1757861989.749685,192.168.75.71,192.168.75.10,TCP,1514
1757861989.749724,192.168.75.10,192.168.75.71,TCP,66
1757861989.75004,192.168.75.71,192.168.75.10,TCP,1514
1757861989.75004,192.168.75.71,192.168.75.10,TCP,1514
1757861989.750083,192.168.75.10,192.168.75.71,TCP,66
1757861989.750336,192.168.75.71,192.168.75.10,TCP,1514
1757861989.750336,192.168.75.71,192.168.75.10,TCP,1514
1757861989.750381,192.168.75.10,192.168.75.71,TCP,66
1757861989.750892,192.168.75.71,192.168.75.10,TCP,1514
1757861989.750892,192.168.75.71,192.168.75.10,TCP,1514
1757861989.751146,192.168.75.10,192.168.75.71,TCP,66
1757861989.751453,192.168.75.71,192.168.75.10,TCP,1514
1757861989.751453,192.168.75.71,192.168.75.10,TCP,1514
1757861989.751547,192.168.75.10,192.168.75.71,TCP,66
1757861989.751681,192.168.75.71,192.168.75.10,TCP,1514
1757861989.751681,192.168.75.71,192.168.75.10,TCP,1514
1757861989.751734,192.168.75.10,192.168.75.71,TCP,66
1757861989.75188,192.168.75.71,192.168.75.10,TCP,1514
1757861989.75199,192.168.75.10,192.168.75.71,TCP,66
1757861989.766468,192.168.75.71,192.168.75.10,TCP,1514
1757861989.766468,192.168.75.71,192.168.75.10,TCP,1514
1757861989.766615,192.168.75.10,192.168.75.71,TCP,66
1757861989.766778,192.168.75.71,192.168.75.10,TCP,1514
1757861989.770649,192.168.75.71,192.168.75.10,TCP,1514
1757861989.770649,192.168.75.71,192.168.75.10,TCP,1514
1757861989.770773,192.168.75.10,192.168.75.71,TCP,66
1757861989.770953,192.168.75.71,192.168.75.10,TCP,1514
1757861989.770953,192.168.75.71,192.168.75.10,TCP,1514
1757861989.771009,192.168.75.10,192.168.75.71,TCP,66
1757861989.771203,192.168.75.71,192.168.75.10,TCP,1514
1757861989.771203,192.168.75.71,192.168.75.10,TCP,1514
1757861989.771275,192.168.75.10,192.168.75.71,TCP,66
1757861989.771566,192.168.75.71,192.168.75.10,TCP,1514
1757861989.771566,192.168.75.71,192.168.75.10,TCP,1514
1757861989.771616,192.168.75.10,192.168.75.71,TCP,66
1757861989.771955,192.168.75.71,192.168.75.10,TCP,1514
1757861989.771955,192.168.75.71,192.168.75.10,TCP,1514
1757861989.772022,192.168.75.10,192.168.75.71,TCP,66
1757861989.772226,192.168.75.71,192.168.75.10,TCP,1514
1757861989.772226,192.168.75.71,192.168.75.10,TCP,1514
1757861989.772288,192.168.75.10,192.168.75.71,TCP,66
1757861989.772634,192.168.75.71,192.168.75.10,TCP,1514
1757861989.772634,192.168.75.71,192.168.75.10,TCP,1514
1757861989.772677,192.168.75.10,192.168.75.71,TCP,66
1757861989.772914,192.168.75.71,192.168.75.10,TCP,1514
1757861989.772914,192.168.75.71,192.168.75.10,TCP,1514
1757861989.772941,192.168.75.10,192.168.75.71,TCP,66
1757861989.773475,192.168.75.71,192.168.75.10,TCP,1514
1757861989.773475,192.168.75.71,192.168.75.10,TCP,1514
1757861989.773534,192.168.75.10,192.168.75.71,TCP,66
1757861989.773723,192.168.75.71,192.168.75.10,TCP,1514
1757861989.773723,192.168.75.71,192.168.75.10,TCP,1514
1757861989.773772,192.168.75.10,192.168.75.71,TCP,66
1757861989.774119,192.168.75.71,192.168.75.10,TCP,1514
1757861989.774119,192.168.75.71,192.168.75.10,TCP,1514
1757861989.774187,192.168.75.10,192.168.75.71,TCP,66
1757861989.77442,192.168.75.71,192.168.75.10,TCP,1514
1757861989.77442,192.168.75.71,192.168.75.10,TCP,1514
1757861989.774478,192.168.75.10,192.168.75.71,TCP,66
1757861989.774806,192.168.75.71,192.168.75.10,TCP,1514
1757861989.774806,192.168.75.71,192.168.75.10,TCP,1514
1757861989.774855,192.168.75.10,192.168.75.71,TCP,66
1757861989.775098,192.168.75.71,192.168.75.10,TCP,1514
1757861989.775098,192.168.75.71,192.168.75.10,TCP,1514
1757861989.775146,192.168.75.10,192.168.75.71,TCP,66
1757861989.775535,192.168.75.71,192.168.75.10,TCP,1514
1757861989.775535,192.168.75.71,192.168.75.10,TCP,1514
1757861989.775589,192.168.75.10,192.168.75.71,TCP,66
1757861989.775836,192.168.75.71,192.168.75.10,TCP,1514
1757861989.775836,192.168.75.71,192.168.75.10,TCP,1514
1757861989.775883,192.168.75.10,192.168.75.71,TCP,66
1757861989.776318,192.168.75.71,192.168.75.10,TCP,1514
1757861989.776318,192.168.75.71,192.168.75.10,TCP,1514
1757861989.776367,192.168.75.10,192.168.75.71,TCP,66
1757861989.776595,192.168.75.71,192.168.75.10,TCP,1514
1757861989.776595,192.168.75.71,192.168.75.10,TCP,1514
1757861989.776639,192.168.75.10,192.168.75.71,TCP,66
1757861989.77701,192.168.75.71,192.168.75.10,TCP,1514
1757861989.77701,192.168.75.71,192.168.75.10,TCP,1514
1757861989.777059,192.168.75.10,192.168.75.71,TCP,66
1757861989.777285,192.168.75.71,192.168.75.10,TCP,1514
1757861989.777285,192.168.75.71,192.168.75.10,TCP,1514
1757861989.777334,192.168.75.10,192.168.75.71,TCP,66
1757861989.777697,192.168.75.71,192.168.75.10,TCP,1514
1757861989.777697,192.168.75.71,192.168.75.10,TCP,1514
1757861989.777747,192.168.75.10,192.168.75.71,TCP,66
1757861989.777978,192.168.75.71,192.168.75.10,TCP,1514
1757861989.777978,192.168.75.71,192.168.75.10,TCP,1514
1757861989.986276,192.168.75.10,192.168.75.71,TCP,66
1757861989.986466,192.168.75.71,192.168.75.10,DATA,1514
1757861989.986624,192.168.75.71,192.168.75.10,DATA,1514
1757861989.986687,192.168.75.10,192.168.75.71,TCP,66
1757861989.986899,192.168.75.71,192.168.75.10,DATA,1514
1757861989.986899,192.168.75.71,192.168.75.10,DATA,1514
1757861989.986958,192.168.75.10,192.168.75.71,TCP,66
1757861989.987265,192.168.75.71,192.168.75.10,DATA,1514
1757861989.987265,192.168.75.71,192.168.75.10,DATA,1514
1757861989.987323,192.168.75.10,192.168.75.71,TCP,66
1757861989.987516,192.168.75.71,192.168.75.10,DATA,1514
1757861989.987663,192.168.75.71,192.168.75.10,DATA,1514
1757861989.987702,192.168.75.10,192.168.75.71,TCP,66
1757861989.987999,192.168.75.71,192.168.75.10,DATA,1514
1757861989.987999,192.168.75.71,192.168.75.10,DATA,1514
1757861989.988044,192.168.75.10,192.168.75.71,TCP,66
1757861989.988406,192.168.75.71,192.168.75.10,DATA,1514
1757861989.988406,192.168.75.71,192.168.75.10,DATA,1514
1757861989.988449,192.168.75.10,192.168.75.71,TCP,66
1757861989.988683,192.168.75.71,192.168.75.10,DATA,1514
1757861989.988683,192.168.75.71,192.168.75.10,DATA,1514
1757861989.988726,192.168.75.10,192.168.75.71,TCP,66
1757861989.989044,192.168.75.71,192.168.75.10,DATA,1514
1757861989.989044,192.168.75.71,192.168.75.10,DATA,1514
1757861989.989099,192.168.75.10,192.168.75.71,TCP,66
1757861989.989439,192.168.75.71,192.168.75.10,DATA,1514
1757861989.989439,192.168.75.71,192.168.75.10,DATA,1514
1757861989.989495,192.168.75.10,192.168.75.71,TCP,66
1757861989.989759,192.168.75.71,192.168.75.10,DATA,1514
1757861989.989759,192.168.75.71,192.168.75.10,DATA,1514
1757861989.989812,192.168.75.10,192.168.75.71,TCP,66
1757861989.99007,192.168.75.71,192.168.75.10,DATA,1514
1757861989.99007,192.168.75.71,192.168.75.10,DATA,1514
1757861989.990124,192.168.75.10,192.168.75.71,TCP,66
1757861989.990406,192.168.75.71,192.168.75.10,TCP,1514
1757861989.990406,192.168.75.71,192.168.75.10,TCP,1514
1757861989.990454,192.168.75.10,192.168.75.71,TCP,66
1757861989.990942,192.168.75.71,192.168.75.10,TCP,1514
1757861989.990942,192.168.75.71,192.168.75.10,TCP,1514
1757861989.990992,192.168.75.10,192.168.75.71,TCP,66
1757861989.991256,192.168.75.71,192.168.75.10,TCP,1514
1757861989.991256,192.168.75.71,192.168.75.10,TCP,1514
1757861989.991301,192.168.75.10,192.168.75.71,TCP,66
1757861989.991596,192.168.75.71,192.168.75.10,TCP,1514
1757861989.991596,192.168.75.71,192.168.75.10,TCP,1514
1757861989.991686,192.168.75.10,192.168.75.71,TCP,66
1757861989.991936,192.168.75.71,192.168.75.10,TCP,1514
1757861989.991936,192.168.75.71,192.168.75.10,TCP,1514
1757861989.991983,192.168.75.10,192.168.75.71,TCP,66
1757861989.992342,192.168.75.71,192.168.75.10,TCP,1514
1757861989.992342,192.168.75.71,192.168.75.10,TCP,1514
1757861989.992417,192.168.75.10,192.168.75.71,TCP,66
1757861989.992633,192.168.75.71,192.168.75.10,TCP,1514
1757861989.992633,192.168.75.71,192.168.75.10,TCP,1514
1757861989.992677,192.168.75.10,192.168.75.71,TCP,66
1757861989.992941,192.168.75.71,192.168.75.10,TCP,1514
1757861989.992941,192.168.75.71,192.168.75.10,TCP,1514
1757861989.992978,192.168.75.10,192.168.75.71,TCP,66
1757861989.993332,192.168.75.71,192.168.75.10,TCP,1514
1757861989.993332,192.168.75.71,192.168.75.10,TCP,1514
1757861989.993397,192.168.75.10,192.168.75.71,TCP,66
1757861989.993779,192.168.75.71,192.168.75.10,TCP,1514
1757861989.993779,192.168.75.71,192.168.75.10,TCP,1514
1757861989.993825,192.168.75.10,192.168.75.71,TCP,66
1757861989.994099,192.168.75.71,192.168.75.10,TCP,1514
1757861989.994099,192.168.75.71,192.168.75.10,TCP,1514
1757861989.994142,192.168.75.10,192.168.75.71,TCP,66
1757861989.994449,192.168.75.71,192.168.75.10,TCP,1514
1757861989.994449,192.168.75.71,192.168.75.10,TCP,1514
1757861989.9945,192.168.75.10,192.168.75.71,TCP,66
1757861989.994775,192.168.75.71,192.168.75.10,TCP,1514
1757861989.997265,192.168.75.71,192.168.75.10,TCP,1514
1757861989.997265,192.168.75.71,192.168.75.10,TCP,1514
1757861989.997342,192.168.75.10,192.168.75.71,TCP,66
1757861989.997549,192.168.75.71,192.168.75.10,TCP,1514
1757861989.997549,192.168.75.71,192.168.75.10,TCP,1514
1757861989.997587,192.168.75.10,192.168.75.71,TCP,66
1757861989.99784,192.168.75.71,192.168.75.10,TCP,1514
1757861989.99784,192.168.75.71,192.168.75.10,TCP,1514
1757861989.997901,192.168.75.10,192.168.75.71,TCP,66
1757861989.998172,192.168.75.71,192.168.75.10,TCP,1514
1757861989.998172,192.168.75.71,192.168.75.10,TCP,1514
1757861989.998214,192.168.75.10,192.168.75.71,TCP,66
1757861989.998543,192.168.75.71,192.168.75.10,TCP,1514
1757861989.998543,192.168.75.71,192.168.75.10,TCP,1514
1757861989.998603,192.168.75.10,192.168.75.71,TCP,66
1757861989.998897,192.168.75.71,192.168.75.10,TCP,1514
1757861989.998897,192.168.75.71,192.168.75.10,TCP,1514
1757861989.998965,192.168.75.10,192.168.75.71,TCP,66
1757861989.999197,192.168.75.71,192.168.75.10,TCP,1514
1757861989.999197,192.168.75.71,192.168.75.10,TCP,1514
1757861989.99926,192.168.75.10,192.168.75.71,TCP,66
1757861989.999579,192.168.75.71,192.168.75.10,TCP,1514
1757861989.999579,192.168.75.71,192.168.75.10,TCP,1514
1757861989.999632,192.168.75.10,192.168.75.71,TCP,66
1757861990.000002,192.168.75.71,192.168.75.10,TCP,1514
1757861990.000002,192.168.75.71,192.168.75.10,TCP,1514
1757861990.000057,192.168.75.10,192.168.75.71,TCP,66
1757861990.000398,192.168.75.71,192.168.75.10,TCP,1514
1757861990.000398,192.168.75.71,192.168.75.10,TCP,1514
1757861990.000449,192.168.75.10,192.168.75.71,TCP,66
1757861990.000678,192.168.75.71,192.168.75.10,TCP,1514
1757861990.000678,192.168.75.71,192.168.75.10,TCP,1514
1757861990.000732,192.168.75.10,192.168.75.71,TCP,66
1757861990.001103,192.168.75.71,192.168.75.10,TCP,1514
1757861990.001103,192.168.75.71,192.168.75.10,TCP,1514
1757861990.001366,192.168.75.10,192.168.75.71,TCP,66
1757861990.001488,192.168.75.71,192.168.75.10,TCP,1514
1757861990.001488,192.168.75.71,192.168.75.10,TCP,1514
1757861990.00153,192.168.75.10,192.168.75.71,TCP,66
1757861990.001761,192.168.75.71,192.168.75.10,TCP,1514
1757861990.001761,192.168.75.71,192.168.75.10,TCP,1514
1757861990.001811,192.168.75.10,192.168.75.71,TCP,66
1757861990.002066,192.168.75.71,192.168.75.10,TCP,1514
1757861990.002142,192.168.75.10,192.168.75.71,TCP,66
1757861990.002262,192.168.75.71,192.168.75.10,TCP,1514
1757861990.002463,192.168.75.71,192.168.75.10,TCP,1514
1757861990.002463,192.168.75.71,192.168.75.10,TCP,1514
1757861990.002531,192.168.75.10,192.168.75.71,TCP,66
1757861990.002886,192.168.75.71,192.168.75.10,TCP,1514
1757861990.002886,192.168.75.71,192.168.75.10,TCP,1514
1757861990.002958,192.168.75.10,192.168.75.71,TCP,66
1757861990.003231,192.168.75.71,192.168.75.10,TCP,1514
1757861990.003231,192.168.75.71,192.168.75.10,TCP,1514
1757861990.00329,192.168.75.10,192.168.75.71,TCP,66
1757861990.003581,192.168.75.71,192.168.75.10,TCP,1514
1757861990.003581,192.168.75.71,192.168.75.10,TCP,1514
1757861990.003777,192.168.75.10,192.168.75.71,TCP,66
1757861990.004131,192.168.75.71,192.168.75.10,TCP,1514
1757861990.004131,192.168.75.71,192.168.75.10,TCP,1514
1757861990.00423,192.168.75.10,192.168.75.71,TCP,66
1757861990.004369,192.168.75.71,192.168.75.10,TCP,1514
1757861990.004369,192.168.75.71,192.168.75.10,TCP,1514
1757861990.004455,192.168.75.10,192.168.75.71,TCP,66
1757861990.004686,192.168.75.71,192.168.75.10,TCP,1514
1757861990.004686,192.168.75.71,192.168.75.10,TCP,1514
1757861990.004832,192.168.75.10,192.168.75.71,TCP,66
1757861990.005028,192.168.75.71,192.168.75.10,TCP,1514
1757861990.005028,192.168.75.71,192.168.75.10,TCP,1514
1757861990.005192,192.168.75.10,192.168.75.71,TCP,66
1757861990.005436,192.168.75.71,192.168.75.10,TCP,1514
1757861990.005436,192.168.75.71,192.168.75.10,TCP,1514
1757861990.005496,192.168.75.10,192.168.75.71,TCP,66
1757861990.005789,192.168.75.71,192.168.75.10,TCP,1514
1757861990.005789,192.168.75.71,192.168.75.10,TCP,1514
1757861990.005831,192.168.75.10,192.168.75.71,TCP,66
1757861990.006152,192.168.75.71,192.168.75.10,TCP,1514
1757861990.006152,192.168.75.71,192.168.75.10,TCP,1514
1757861990.006198,192.168.75.10,192.168.75.71,TCP,66
1757861990.006437,192.168.75.71,192.168.75.10,TCP,1514
1757861990.006437,192.168.75.71,192.168.75.10,TCP,1514
1757861990.006483,192.168.75.10,192.168.75.71,TCP,66
1757861990.006851,192.168.75.71,192.168.75.10,TCP,1514
1757861990.006911,192.168.75.10,192.168.75.71,TCP,66
1757861990.010287,192.168.75.71,192.168.75.10,TCP,1514
1757861990.010287,192.168.75.71,192.168.75.10,TCP,1514
1757861990.01038,192.168.75.10,192.168.75.71,TCP,66
1757861990.010541,192.168.75.71,192.168.75.10,TCP,1514
1757861990.010541,192.168.75.71,192.168.75.10,TCP,1514
1757861990.010672,192.168.75.10,192.168.75.71,TCP,66
1757861990.010826,192.168.75.71,192.168.75.10,TCP,1514
1757861990.010826,192.168.75.71,192.168.75.10,TCP,1514
1757861990.010857,192.168.75.10,192.168.75.71,TCP,66
1757861990.011228,192.168.75.71,192.168.75.10,TCP,1514
1757861990.011228,192.168.75.71,192.168.75.10,TCP,1514
1757861990.011252,192.168.75.10,192.168.75.71,TCP,66
1757861990.011561,192.168.75.71,192.168.75.10,TCP,1514
1757861990.011561,192.168.75.71,192.168.75.10,TCP,1514
1757861990.01159,192.168.75.10,192.168.75.71,TCP,66
1757861990.011902,192.168.75.71,192.168.75.10,TCP,1514
1757861990.011902,192.168.75.71,192.168.75.10,TCP,1514
1757861990.011932,192.168.75.10,192.168.75.71,TCP,66
1757861990.012202,192.168.75.71,192.168.75.10,TCP,1514
1757861990.012202,192.168.75.71,192.168.75.10,TCP,1514
1757861990.012283,192.168.75.10,192.168.75.71,TCP,66
1757861990.0126,192.168.75.71,192.168.75.10,TCP,1514
1757861990.0126,192.168.75.71,192.168.75.10,TCP,1514
1757861990.012642,192.168.75.10,192.168.75.71,TCP,66
1757861990.013037,192.168.75.71,192.168.75.10,TCP,1514
1757861990.013037,192.168.75.71,192.168.75.10,TCP,1514
1757861990.013113,192.168.75.10,192.168.75.71,TCP,66
1757861990.013411,192.168.75.71,192.168.75.10,TCP,1514
1757861990.013411,192.168.75.71,192.168.75.10,TCP,1514
1757861990.013505,192.168.75.10,192.168.75.71,TCP,66
1757861990.013699,192.168.75.71,192.168.75.10,TCP,1514
1757861990.013699,192.168.75.71,192.168.75.10,TCP,1514
1757861990.013729,192.168.75.10,192.168.75.71,TCP,66
1757861990.014114,192.168.75.71,192.168.75.10,TCP,1514
1757861990.014114,192.168.75.71,192.168.75.10,TCP,1514
1757861990.01414,192.168.75.10,192.168.75.71,TCP,66
1757861990.014465,192.168.75.71,192.168.75.10,TCP,1514
1757861990.014465,192.168.75.71,192.168.75.10,TCP,1514
1757861990.014503,192.168.75.10,192.168.75.71,TCP,66
1757861990.014804,192.168.75.71,192.168.75.10,TCP,1514
1757861990.014804,192.168.75.71,192.168.75.10,TCP,1514
1757861990.014884,192.168.75.10,192.168.75.71,TCP,66
1757861990.01507,192.168.75.71,192.168.75.10,TCP,1514
1757861990.01522,192.168.75.71,192.168.75.10,TCP,1514
1757861990.015256,192.168.75.10,192.168.75.71,TCP,66
1757861990.015455,192.168.75.71,192.168.75.10,TCP,1514
1757861990.015455,192.168.75.71,192.168.75.10,TCP,1514
1757861990.015492,192.168.75.10,192.168.75.71,TCP,66
1757861990.015974,192.168.75.71,192.168.75.10,TCP,1514
1757861990.015974,192.168.75.71,192.168.75.10,TCP,1514
1757861990.016019,192.168.75.10,192.168.75.71,TCP,66
1757861990.016271,192.168.75.71,192.168.75.10,TCP,1514
1757861990.016271,192.168.75.71,192.168.75.10,TCP,1514
1757861990.016312,192.168.75.10,192.168.75.71,TCP,66
1757861990.016637,192.168.75.71,192.168.75.10,TCP,1514
1757861990.016637,192.168.75.71,192.168.75.10,TCP,1514
1757861990.016743,192.168.75.10,192.168.75.71,TCP,66
1757861990.016926,192.168.75.71,192.168.75.10,TCP,1514
1757861990.016926,192.168.75.71,192.168.75.10,TCP,1514
1757861990.01697,192.168.75.10,192.168.75.71,TCP,66
1757861990.017341,192.168.75.71,192.168.75.10,TCP,1514
1757861990.017341,192.168.75.71,192.168.75.10,TCP,1514
1757861990.017398,192.168.75.10,192.168.75.71,TCP,66
1757861990.017665,192.168.75.71,192.168.75.10,TCP,1514
1757861990.017665,192.168.75.71,192.168.75.10,TCP,1514
1757861990.017737,192.168.75.10,192.168.75.71,TCP,66
1757861990.017945,192.168.75.71,192.168.75.10,TCP,1514
1757861990.018115,192.168.75.71,192.168.75.10,TCP,1514
1757861990.018149,192.168.75.10,192.168.75.71,TCP,66
1757861990.018346,192.168.75.71,192.168.75.10,TCP,1514
1757861990.018346,192.168.75.71,192.168.75.10,TCP,1514
1757861990.018397,192.168.75.10,192.168.75.71,TCP,66
1757861990.018847,192.168.75.71,192.168.75.10,TCP,1514
1757861990.018847,192.168.75.71,192.168.75.10,TCP,1514
1757861990.018915,192.168.75.10,192.168.75.71,TCP,66
1757861990.019141,192.168.75.71,192.168.75.10,TCP,1514
1757861990.019141,192.168.75.71,192.168.75.10,TCP,1514
1757861990.019271,192.168.75.10,192.168.75.71,TCP,66
1757861990.019551,192.168.75.71,192.168.75.10,TCP,1514
1757861990.019551,192.168.75.71,192.168.75.10,TCP,1514
1757861990.019667,192.168.75.10,192.168.75.71,TCP,66
1757861990.019864,192.168.75.71,192.168.75.10,TCP,1514
1757861990.054304,192.168.75.71,192.168.75.10,TCP,1514
1757861990.054408,192.168.75.10,192.168.75.71,TCP,66
1757861990.060202,192.168.75.71,192.168.75.10,TCP,1514
1757861990.060202,192.168.75.71,192.168.75.10,TCP,1514
1757861990.060202,192.168.75.71,192.168.75.10,TCP,1514
1757861990.224924,192.168.75.71,192.168.75.10,DATA,1514
1757861990.224924,192.168.75.71,192.168.75.10,DATA,1514
1757861990.224963,192.168.75.10,192.168.75.71,TCP,66
1757861990.225397,192.168.75.71,192.168.75.10,DATA,1514
1757861990.225397,192.168.75.71,192.168.75.10,DATA,1514
1757861990.225458,192.168.75.10,192.168.75.71,TCP,66
1757861990.225675,192.168.75.71,192.168.75.10,DATA,1514
1757861990.225675,192.168.75.71,192.168.75.10,DATA,1514
1757861990.225723,192.168.75.10,192.168.75.71,TCP,66
1757861990.226033,192.168.75.71,192.168.75.10,DATA,1514
1757861990.226033,192.168.75.71,192.168.75.10,DATA,1514
1757861990.226085,192.168.75.10,192.168.75.71,TCP,66
1757861990.226285,192.168.75.71,192.168.75.10,DATA,1514
1757861990.226477,192.168.75.71,192.168.75.10,DATA,1514
1757861990.226522,192.168.75.10,192.168.75.71,TCP,66
1757861990.2268,192.168.75.71,192.168.75.10,DATA,1514
1757861990.2268,192.168.75.71,192.168.75.10,DATA,1514
1757861990.226844,192.168.75.10,192.168.75.71,TCP,66
1757861990.227022,192.168.75.71,192.168.75.10,DATA,1514
1757861990.227022,192.168.75.71,192.168.75.10,DATA,1514
1757861990.227058,192.168.75.10,192.168.75.71,TCP,66
1757861990.227554,192.168.75.71,192.168.75.10,DATA,1514
1757861990.227554,192.168.75.71,192.168.75.10,DATA,1514
1757861990.227619,192.168.75.10,192.168.75.71,TCP,66
1757861990.22784,192.168.75.71,192.168.75.10,DATA,1514
1757861990.22784,192.168.75.71,192.168.75.10,DATA,1514
1757861990.227885,192.168.75.10,192.168.75.71,TCP,66
1757861990.228209,192.168.75.71,192.168.75.10,DATA,1514
1757861990.228209,192.168.75.71,192.168.75.10,DATA,1514
1757861990.22826,192.168.75.10,192.168.75.71,TCP,66
1757861990.2285,192.168.75.71,192.168.75.10,TCP,1514
1757861990.2285,192.168.75.71,192.168.75.10,TCP,1514
1757861990.228544,192.168.75.10,192.168.75.71,TCP,66
1757861990.228865,192.168.75.71,192.168.75.10,TCP,1514
1757861990.228865,192.168.75.71,192.168.75.10,TCP,1514
1757861990.228903,192.168.75.10,192.168.75.71,TCP,66
1757861990.22923,192.168.75.71,192.168.75.10,TCP,1514
1757861990.22923,192.168.75.71,192.168.75.10,TCP,1514
1757861990.229291,192.168.75.10,192.168.75.71,TCP,66
1757861990.229565,192.168.75.71,192.168.75.10,TCP,1514
1757861990.229565,192.168.75.71,192.168.75.10,TCP,1514
1757861990.229606,192.168.75.10,192.168.75.71,TCP,66
1757861990.229869,192.168.75.71,192.168.75.10,TCP,1514
1757861990.229869,192.168.75.71,192.168.75.10,TCP,1514
1757861990.229912,192.168.75.10,192.168.75.71,TCP,66
1757861990.230397,192.168.75.71,192.168.75.10,TCP,1514
1757861990.230397,192.168.75.71,192.168.75.10,TCP,1514
1757861990.230447,192.168.75.10,192.168.75.71,TCP,66
1757861990.230704,192.168.75.71,192.168.75.10,TCP,1514
1757861990.230704,192.168.75.71,192.168.75.10,TCP,1514
1757861990.230744,192.168.75.10,192.168.75.71,TCP,66
1757861990.231023,192.168.75.71,192.168.75.10,TCP,1514
1757861990.231023,192.168.75.71,192.168.75.10,TCP,1514
1757861990.231083,192.168.75.10,192.168.75.71,TCP,66
1757861990.231413,192.168.75.71,192.168.75.10,TCP,1514
1757861990.235156,192.168.75.71,192.168.75.10,TCP,1514
1757861990.235156,192.168.75.71,192.168.75.10,TCP,1514
1757861990.235291,192.168.75.10,192.168.75.71,TCP,66
1757861990.23545,192.168.75.71,192.168.75.10,TCP,1514
1757861990.23545,192.168.75.71,192.168.75.10,TCP,1514
1757861990.235499,192.168.75.10,192.168.75.71,TCP,66
1757861990.235715,192.168.75.71,192.168.75.10,TCP,1514
1757861990.235715,192.168.75.71,192.168.75.10,TCP,1514
1757861990.235754,192.168.75.10,192.168.75.71,TCP,66
1757861990.236068,192.168.75.71,192.168.75.10,TCP,1514
1757861990.236068,192.168.75.71,192.168.75.10,TCP,1514
1757861990.236113,192.168.75.10,192.168.75.71,TCP,66
1757861990.236556,192.168.75.71,192.168.75.10,TCP,1514
1757861990.236556,192.168.75.71,192.168.75.10,TCP,1514
1757861990.236556,192.168.75.71,192.168.75.10,TCP,1514
1757861990.236556,192.168.75.71,192.168.75.10,TCP,1514
1757861990.236556,192.168.75.71,192.168.75.10,TCP,1514
1757861990.236556,192.168.75.71,192.168.75.10,TCP,1514
1757861990.236556,192.168.75.71,192.168.75.10,TCP,1514
1757861990.236556,192.168.75.71,192.168.75.10,TCP,1514
1757861990.236556,192.168.75.71,192.168.75.10,TCP,1514
1757861990.236556,192.168.75.71,192.168.75.10,TCP,1514
1757861990.236556,192.168.75.71,192.168.75.10,TCP,1514
1757861990.236556,192.168.75.71,192.168.75.10,TCP,1514
1757861990.236556,192.168.75.71,192.168.75.10,TCP,1514
1757861990.236556,192.168.75.71,192.168.75.10,TCP,1514
1757861990.236556,192.168.75.71,192.168.75.10,TCP,1514
1757861990.236556,192.168.75.71,192.168.75.10,TCP,1514
1757861990.236556,192.168.75.71,192.168.75.10,TCP,1514
1757861990.236556,192.168.75.71,192.168.75.10,TCP,1514
1757861990.236748,192.168.75.10,192.168.75.71,TCP,66
1757861990.236875,192.168.75.71,192.168.75.10,TCP,1514
1757861990.236875,192.168.75.71,192.168.75.10,TCP,1514
1757861990.236917,192.168.75.10,192.168.75.71,TCP,66
1757861990.237238,192.168.75.71,192.168.75.10,TCP,1514
1757861990.237238,192.168.75.71,192.168.75.10,TCP,1514
1757861990.237424,192.168.75.10,192.168.75.71,TCP,66
1757861990.23756,192.168.75.71,192.168.75.10,TCP,1514
1757861990.23756,192.168.75.71,192.168.75.10,TCP,1514
1757861990.237616,192.168.75.10,192.168.75.71,TCP,66
1757861990.252794,192.168.75.71,192.168.75.10,TCP,1514
1757861990.252794,192.168.75.71,192.168.75.10,TCP,1514
1757861990.252951,192.168.75.10,192.168.75.71,TCP,66
1757861990.253107,192.168.75.71,192.168.75.10,TCP,1514
1757861990.253107,192.168.75.71,192.168.75.10,TCP,1514
1757861990.253151,192.168.75.10,192.168.75.71,TCP,66
1757861990.253564,192.168.75.71,192.168.75.10,TCP,1514
1757861990.253564,192.168.75.71,192.168.75.10,TCP,1514
1757861990.253642,192.168.75.10,192.168.75.71,TCP,66
1757861990.253742,192.168.75.71,192.168.75.10,TCP,1514
1757861990.253742,192.168.75.71,192.168.75.10,TCP,1514
1757861990.253786,192.168.75.10,192.168.75.71,TCP,66
1757861990.254016,192.168.75.71,192.168.75.10,TCP,1514
1757861990.254016,192.168.75.71,192.168.75.10,TCP,1514
1757861990.254056,192.168.75.10,192.168.75.71,TCP,66
1757861990.254427,192.168.75.71,192.168.75.10,TCP,1514
1757861990.254427,192.168.75.71,192.168.75.10,TCP,1514
1757861990.25448,192.168.75.10,192.168.75.71,TCP,66
1757861990.25469,192.168.75.71,192.168.75.10,TCP,1514
1757861990.254749,192.168.75.10,192.168.75.71,TCP,66
1757861990.254828,192.168.75.71,192.168.75.10,TCP,1458
1757861990.255117,192.168.75.71,192.168.75.10,TCP,1514
1757861990.255117,192.168.75.71,192.168.75.10,TCP,1514
